,AGE,GENDER,DOMAIN,PHD,YEARSEXP,UNIVERSITY,UOC_POSITION,OTHER_POSITION,OTHERSTATUS,USERWIKI,PU1,PU2,PU3,PEU1,PEU2,PEU3,ENJ1,ENJ2,QU1,QU2,QU3,QU4,QU5,VIS1,VIS2,VIS3,IM1,IM2,IM3,SA1,SA2,SA3,USE1,USE2,USE3,USE4,USE5,PF1,PF2,PF3,JR1,JR2,BI1,BI2,INC1,INC2,INC3,INC4,EXP1,EXP2,EXP3,EXP4,EXP5
343,63,0,6.0,1,10.0,1,6.0,1.0,2.0,0.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,5.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,4.0,1.0,3.0,3.0,1.0,2.0
344,53,0,1.0,1,10.0,1,6.0,2.0,,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0
345,52,0,6.0,0,7.0,1,6.0,2.0,,0.0,1.0,1.0,1.0,4.0,2.0,,3.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,3.0,3.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0
346,44,0,6.0,0,18.0,1,6.0,2.0,,0.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,5.0,4.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,5.0,3.0,2.0,4.0,4.0,5.0,3.0,4.0,3.0,5.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,1.0,5.0
347,48,0,5.0,0,8.0,1,6.0,,,1.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,2.0,2.0
348,43,0,6.0,0,20.0,1,6.0,1.0,7.0,0.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,1.0,3.0,1.0,2.0,4.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,3.0,4.0,1.0,1.0
349,42,0,4.0,1,10.0,1,6.0,2.0,,1.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,2.0,,,,,3.0,2.0,2.0,4.0,5.0,4.0,5.0,2.0,2.0
350,41,0,6.0,0,,1,6.0,2.0,,0.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0
352,41,0,6.0,1,8.0,1,6.0,2.0,,0.0,3.0,3.0,4.0,5.0,5.0,2.0,5.0,4.0,4.0,5.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,1.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0
353,41,0,6.0,1,5.0,1,6.0,1.0,7.0,0.0,3.0,3.0,3.0,5.0,4.0,4.0,5.0,5.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0
354,42,0,2.0,1,5.0,1,6.0,2.0,,0.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
356,35,0,4.0,0,5.0,1,6.0,2.0,,0.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0
358,38,0,1.0,0,3.0,1,6.0,2.0,,0.0,3.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,4.0,5.0,5.0,5.0,2.0,1.0,3.0,1.0,3.0,5.0,5.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,2.0,1.0
359,28,0,4.0,0,1.0,1,6.0,2.0,,0.0,1.0,3.0,2.0,5.0,5.0,5.0,2.0,5.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,5.0,3.0,5.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,2.0,2.0
360,35,0,6.0,0,4.0,1,6.0,2.0,,1.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,3.0,2.0,2.0,2.0,5.0,5.0,5.0,2.0,1.0,2.0,2.0,3.0,5.0,5.0,4.0,3.0,1.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,1.0
361,36,0,3.0,1,8.0,1,6.0,1.0,5.0,0.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,4.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,1.0,1.0
364,36,0,2.0,0,4.0,1,6.0,2.0,,0.0,3.0,3.0,3.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,2.0,1.0,3.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,2.0,2.0,4.0,1.0,3.0
365,34,0,6.0,0,3.0,1,6.0,2.0,,1.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,,,,,,,,2.0,2.0,3.0,3.0,5.0,5.0,5.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,1.0
366,43,0,1.0,0,7.0,1,6.0,2.0,,1.0,2.0,3.0,4.0,,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0,3.0,4.0,5.0,5.0,3.0,2.0
367,30,0,6.0,0,2.0,1,6.0,2.0,,0.0,3.0,4.0,3.0,1.0,2.0,3.0,1.0,2.0,,,,,,,,4.0,3.0,3.0,3.0,1.0,1.0,1.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,2.0
368,32,0,6.0,1,6.0,1,6.0,1.0,2.0,0.0,4.0,3.0,4.0,5.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,4.0,5.0,5.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,2.0
369,34,0,6.0,0,6.0,1,6.0,2.0,,1.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,1.0,4.0,1.0,2.0,3.0,5.0,,3.0,3.0,4.0,4.0,3.0,3.0,4.0,1.0,4.0
371,42,0,6.0,0,5.0,1,6.0,2.0,,0.0,2.0,2.0,3.0,4.0,4.0,2.0,5.0,4.0,2.0,2.0,3.0,5.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,5.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,1.0,4.0
372,44,0,1.0,0,15.0,1,6.0,2.0,,0.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,2.0,5.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0
373,33,0,6.0,0,6.0,1,6.0,1.0,6.0,0.0,1.0,1.0,2.0,5.0,5.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,4.0,4.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,5.0
374,42,0,1.0,1,18.0,1,6.0,1.0,2.0,0.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,5.0,3.0,5.0,1.0,1.0,2.0,3.0,4.0,5.0,5.0,4.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,5.0,3.0,4.0,1.0
376,43,0,6.0,1,10.0,1,6.0,2.0,,0.0,2.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,,2.0,3.0,1.0,2.0,4.0,3.0,5.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,5.0,5.0,1.0,3.0
378,38,0,6.0,0,8.0,1,6.0,2.0,,0.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,5.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,1.0,3.0
379,48,0,1.0,0,4.0,1,6.0,2.0,,1.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,1.0,2.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,,,,,,,,,4.0,4.0,4.0,3.0,4.0
382,34,0,6.0,1,12.0,1,6.0,1.0,2.0,0.0,1.0,2.0,2.0,5.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,4.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0
383,50,0,5.0,1,25.0,1,6.0,1.0,1.0,0.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,,3.0,2.0,5.0,2.0,1.0,2.0,2.0,4.0,1.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,1.0,4.0
384,36,0,1.0,0,11.0,1,6.0,2.0,,1.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,2.0,5.0,4.0,3.0,4.0,1.0,3.0,4.0,4.0,5.0,5.0,5.0,2.0,3.0,4.0,4.0,5.0,2.0,3.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,5.0,5.0,3.0,2.0
385,36,0,3.0,1,7.0,1,6.0,1.0,7.0,0.0,2.0,1.0,3.0,5.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,5.0,2.0,1.0,3.0,1.0,1.0,4.0,3.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
386,29,0,4.0,0,1.0,1,6.0,2.0,,1.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0
387,33,0,5.0,1,6.0,1,6.0,2.0,,0.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,5.0,1.0,5.0,5.0,5.0,2.0,2.0,3.0,1.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,2.0,4.0,4.0,1.0,3.0
388,50,0,6.0,1,25.0,1,6.0,1.0,1.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,,3.0,,3.0,2.0,2.0,3.0,3.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,1.0,,3.0
389,44,0,6.0,1,10.0,1,6.0,1.0,7.0,0.0,2.0,2.0,2.0,5.0,3.0,3.0,2.0,5.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,5.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,4.0,1.0,4.0
391,49,0,6.0,0,4.0,1,6.0,2.0,,0.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,5.0,5.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,4.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,1.0,4.0
392,39,0,5.0,1,10.0,1,6.0,1.0,2.0,1.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,4.0,1.0,4.0,4.0,3.0,5.0,3.0,3.0,4.0,2.0,3.0,5.0,3.0,3.0,3.0,2.0,3.0
393,60,0,6.0,0,7.0,1,6.0,2.0,,0.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,5.0,4.0,,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,,2.0,2.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0
395,46,0,5.0,0,20.0,1,6.0,2.0,,0.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0
396,41,0,6.0,1,12.0,1,6.0,2.0,,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,5.0,5.0,3.0,2.0,3.0,3.0,4.0,5.0,5.0,5.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,2.0
397,45,0,4.0,1,18.0,1,6.0,1.0,3.0,0.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0
398,28,0,4.0,0,4.0,1,6.0,2.0,,0.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0
399,49,0,1.0,1,5.0,1,6.0,2.0,,0.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,4.0,3.0,4.0,2.0,,2.0,2.0,2.0,2.0,1.0,2.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0
400,39,0,1.0,1,6.0,1,6.0,2.0,,0.0,1.0,1.0,2.0,5.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,5.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,5.0,5.0,5.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,5.0,5.0,2.0,1.0,5.0,3.0,5.0,5.0,2.0,1.0,3.0,1.0,2.0
401,37,0,4.0,0,5.0,1,6.0,2.0,,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
402,54,0,6.0,0,3.0,1,6.0,2.0,,1.0,5.0,3.0,4.0,3.0,4.0,1.0,2.0,2.0,1.0,2.0,3.0,4.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,4.0,2.0,5.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,2.0,2.0
403,46,0,6.0,1,7.0,1,6.0,2.0,,0.0,5.0,5.0,5.0,5.0,2.0,,,3.0,2.0,2.0,2.0,5.0,3.0,4.0,1.0,1.0,1.0,2.0,,5.0,5.0,5.0,2.0,1.0,3.0,,1.0,1.0,1.0,3.0,5.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,5.0,1.0,1.0
404,46,0,6.0,1,10.0,1,6.0,2.0,,0.0,1.0,2.0,3.0,5.0,3.0,5.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,1.0,4.0,5.0,3.0,5.0,5.0,5.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,4.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0
405,41,0,4.0,0,5.0,1,6.0,2.0,,0.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,5.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,1.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,1.0,1.0
406,35,0,6.0,1,5.0,1,6.0,1.0,4.0,0.0,2.0,2.0,2.0,4.0,4.0,,4.0,3.0,4.0,4.0,2.0,4.0,3.0,2.0,,1.0,3.0,2.0,,4.0,4.0,4.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,,4.0,3.0,4.0,4.0,2.0,3.0,4.0,1.0,1.0
407,38,0,6.0,1,12.0,1,6.0,1.0,2.0,0.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,4.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,3.0,3.0,5.0,2.0,2.0,4.0,1.0,2.0
409,49,0,6.0,0,1.0,1,6.0,2.0,,0.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,5.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0
410,42,0,1.0,0,8.0,1,6.0,2.0,,1.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,2.0,3.0,5.0,2.0,3.0,4.0,3.0,4.0
413,32,0,6.0,1,3.0,1,6.0,1.0,3.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,2.0,2.0,5.0,5.0,1.0,4.0
414,34,0,5.0,1,8.0,1,6.0,1.0,7.0,0.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,3.0,3.0,2.0,1.0,4.0,2.0,4.0,5.0,5.0,5.0,1.0,1.0,4.0,4.0,4.0,,2.0,1.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,1.0,1.0
415,34,0,2.0,0,3.0,1,6.0,2.0,,0.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,5.0,2.0,3.0,4.0,4.0,4.0,2.0,3.0,1.0,4.0,,,,,,,,4.0,4.0,4.0,2.0,1.0
418,42,0,1.0,0,9.0,1,6.0,1.0,6.0,0.0,2.0,2.0,1.0,5.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,3.0,,,1.0,2.0,3.0,1.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,4.0,5.0,5.0,3.0,2.0,2.0,3.0,1.0,4.0
419,33,0,4.0,0,2.0,1,6.0,2.0,,0.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,1.0,1.0,3.0,3.0,5.0,2.0,2.0,1.0,5.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,1.0,2.0
420,44,0,5.0,0,4.0,1,6.0,2.0,,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,5.0,5.0,5.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0
421,34,0,4.0,0,11.0,1,6.0,2.0,,0.0,2.0,3.0,3.0,5.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0
422,53,0,5.0,1,25.0,1,6.0,1.0,1.0,0.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
423,42,0,5.0,1,15.0,1,6.0,1.0,2.0,0.0,2.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,4.0,5.0,5.0,5.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,3.0
425,41,0,4.0,0,3.0,1,6.0,1.0,6.0,0.0,2.0,1.0,1.0,3.0,2.0,4.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,3.0,1.0,1.0,2.0,,1.0,1.0,1.0,3.0,2.0
426,45,0,6.0,1,16.0,1,6.0,1.0,2.0,0.0,3.0,4.0,4.0,5.0,4.0,,4.0,5.0,4.0,4.0,3.0,4.0,3.0,,,2.0,3.0,2.0,3.0,5.0,5.0,5.0,1.0,1.0,4.0,4.0,5.0,1.0,5.0,5.0,1.0,1.0,4.0,4.0,5.0,3.0,2.0,3.0,4.0,5.0,5.0,1.0,1.0
427,44,0,1.0,1,5.0,1,6.0,2.0,,0.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0
428,43,0,5.0,1,10.0,1,6.0,1.0,7.0,1.0,3.0,3.0,2.0,5.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,1.0,3.0,5.0,3.0,5.0,5.0,5.0,1.0,1.0,2.0,2.0,4.0,3.0,5.0,5.0,5.0,5.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,1.0,4.0
